;Company;Symbol;ISIN;WKN
1666;SSGA S.E.E.II-M.U.S.C.V.W;ZPRV;IE00BSPLC413;000A12HU5
1667;SSGA S.E.E.II-M.USA V.WG.;ZPRU;IE00BSPLC520;000A12HU4
1668;X(IE)-MSCI EM.MKTS 1CDLU;XMME;IE00BTJRMP35;000A12GVR
1669;MEDTRONIC PLC    DL-,0001;2M6;IE00BTN1Y115;000A14M2J
1670;SOURCE M.-S.JPX-N.400 EOH;NS4E;IE00BVGC6645;000A14MTZ
1671;PFISETF.-EO SH.MAT.S.EOA.;PJSR;IE00BVZ6SP04;000A14PHG
1672;S.S.E.E.II-S+P US C.D.S.S;ZPDD;IE00BWBXM278;000A14QBY
1673;SSGA S.E.E.II-S.US.CON.S.;ZPDS;IE00BWBXM385;000A14QBZ
1674;SSGA S.E.E.II-S.US E.S.S.;ZPDE;IE00BWBXM492;000A14QB0
1675;SSGA S.E.E.II-S.US F.S.S.;ZPDF;IE00BWBXM500;000A14QB1
1676;SS.S.E.E.II-S.US H.C.S.S.;ZPDH;IE00BWBXM617;000A14QB2
1677;SSGA S.E.E.II-S.US I.S.S.;ZPDI;IE00BWBXM724;000A14QB3
1678;SSGA S.E.E.II-S.US M.S.S.;ZPDM;IE00BWBXM831;000A14QB4
1679;SSGA S.E.E.II-S.US T.S.S.;ZPDT;IE00BWBXM948;000A14QB5
1680;SSGA S.E.E.II-S.US U.S.S.;ZPDU;IE00BWBXMB69;000A14QB6
1681;SOURCE MKTS-S.ST.EUR.EX.A;EZEX;IE00BWFDP571;000A14RT8
1682;SOUR.MKTS-S.ST.JAP.EX.EOH;JEXE;IE00BWFDP803;000A14RUB
1683;UBS(I)-F.MS.US.L.V.AAHEO;UBUV;IE00BWT3KJ20;000A14Y6U
1684;UBS(I)-F.MSCI US.P.V.AAHE;UBUW;IE00BWT3KL42;000A14Y6V
1685;UBS(I)-FA.MSCI US.QU.AAHE;UBUX;IE00BWT3KN65;000A14Y6W
1686;P.SHS S+P500 H.DIV.L.VOL.;HDLV;IE00BWTN6Y99;000A14RHD
1687;ISHSVII-MSCI E.DL H.ACC;CEBP;IE00BWZN1T31;000A14SMA
1688;UBS(I)-F.MSCI US.L.V.ADDL;UBUR;IE00BX7RQY03;000A14XL8
1689;UBS(I)-F.MSCI US.P.V.ADDL;UBUS;IE00BX7RR706;000A14XL9
1690;UBS(I)-FA.MSCI US.QU.ADDL;UBUT;IE00BX7RRJ27;000A14XMA
1691;UBS(I)-F.M.US.T.S.YL.ADDL;UBUU;IE00BX7RRT25;000A14XMB
1692;P.SHS S+P500 VEQTOR;PSVX;IE00BX8ZXS68;000A14S4N
1693;ISHSIV-FALL.A.H.Y.C.BDDLD;QDVQ;IE00BYM31M36;000A2AFCX
1694;X(IE)-IB.EO C.B.Y.P. 1D;XDEP;IE00BYPHT736;000A2ACJ8
1695;FIDEL.EU QU.IN.U.ETF A;FEUQ;IE00BYSX4283;000A2DWQY
1696;FIDELITY E.M.QUAL.INC. A;FYEM;IE00BYSX4846;000A2DWQW
1697;SPDR B.B.3-5Y.US.T.B.UETF;SPP3;IE00BYSZ5R67;000A2ACRL
1698;SPDR B.B.5-7Y.US T.B.UETF;SPP5;IE00BYSZ5S74;000A2ACRM
1699;SPDR BB.7-10Y.US.T.B.UETF;SPP7;IE00BYSZ5T81;000A2ACRN
1700;SPDR B.B.10+Y.US.T.B.UETF;SPPX;IE00BYSZ5V04;000A2ACRP
1701;SPDR B.B.3-7Y.E.C.B.U.ETF;SPPI;IE00BYSZ5W11;000A2ACRA
1702;SPDR E.I-BA.7+ Y.EU.CO.BD;SPPL;IE00BYSZ5X28;000A2ACRB
1703;SPDR B.B.5-7Y.E.G.B.U.ETF;SYB6;IE00BYSZ5Y35;000A2ACRH
1704;SPDR B.B.7-10Y.E.G.B.UETF;SYB7;IE00BYSZ5Z42;000A2ACRJ
1705;SPDR B.B.10+Y.E.G.B.U.ETF;SYBV;IE00BYSZ6062;000A2ACRK
1706;UBS ETFS-CMCI EX-AS HEOAA;UIQ1;IE00BYT5CV85;000A2AHR4
1707;RYANAIR HLDGS PLC EO-,006;RY4C;IE00BYTBXV33;000A1401Z
1708;X(IE)-EU.GOV.BD QW. 1D;XESQ;IE00BYTRMY76;000A141RQ
1709;SPDR B.B.3-10Y.USCB.UETF;SYBR;IE00BYV12Y75;000A2ACRD
1710;FIDELITY US Q.IN.ETF AEOH;FUSU;IE00BYV1Y969;000A2DWQ0
1711;FIDELITY GL.QUAL.IN. AEOH;FGEU;IE00BYV1YH46;000A2DWQ2
1712;ISHSIV-SUS.M.EM.MK.SRI DL;QDVS;IE00BYVJRP78;000A2AFCZ
1713;ISIV-MSCI J.SRIEH.U.ETF A;QDVN;IE00BYVJRQ85;000A2AFC1
1714;ISIV-MSCIUSASRI U.ETF DLA;QDVR;IE00BYVJRR92;000A2AFC0
1715;P.S.EQQQ NASD.-100U.ET.EH;EQEU;IE00BYVTMS52;000A2DT9V
1716;P.SHS US H.Y.FAL.A.ET.EOH;FAEU;IE00BYVTMZ20;000A2DT9W
1717;JPM ICAV-BETAB.E.G.B.1-3E;JE13;IE00BYVZV757;000A2H9US
1718;ISHSIV-MSCI JAPAN SRI DL;SXR6;IE00BYX8XC17;000A2AUE9
1719;ISHSVI-E.S+P500MIN.V.EOHA;IS31;IE00BYX8XD24;000A2AUE8
1720;ISIV-NASDAQ US BIOTE. DLA;2B70;IE00BYXG2H39;000A2DWAW
1721;ISHSIV-ED.MSCI WLD M.EOHA;IS07;IE00BYXPXK00;000A2DN91
1722;ISHS VI-E.MSCI WL.M.V.EHA;SXR0;IE00BYXPXL17;000A2DN90
1723;FIDELITY US Q.INC.ETF INC;FUSD;IE00BYXVGX24;000A2DL7C
1724;FIDELITY US Q.INC.ETF ACC;FUSA;IE00BYXVGY31;000A2DL7D
1725;FIDELITY GL.QUAL.INC. INC;FGEQ;IE00BYXVGZ48;000A2DL7E
1726;ISHSII-MSCI EU.QUA.DV.EOD;QDVX;IE00BYYHSM20;000A2DRG4
1727;ISHSII-MSCI WL.QUA.DV.DLD;QDVW;IE00BYYHSQ67;000A2DRG5
1728;UBS ETFS-BLOOMB.C.CM.DLAA;BCFU;IE00BYYLVH00;000A2DQ7Z
1729;UBS ETFS-BLOOMB.C.CM.EOHA;BCFE;IE00BYYLVJ24;000A2DQ70
1730;VANG.GBL MOM.FAC.U.ETF DL;VMOM;IE00BYYR0935;000A14YC0
1731;VANG.GBL VAL.FAC.U.ETF DL;VGVL;IE00BYYR0B57;000A14YCZ
1732;VANG.GBL MIN.VOL.U.ETF DL;VMVL;IE00BYYR0C64;000A14YCY
1733;VANG.GBL LIQ.FAC.U.ETF DL;VLIQ;IE00BYYR0D71;000A14YC1
1734;P.SHS FTSE E.M.H.D.L.V.DL;EHDL;IE00BYYXBF44;000A2AHZU
1735;LAM SUN GL.ZYFIN I.SEB DL;GNT1;IE00BYZ5HD97;000A140ZE
1736;ISHS IV-AUTO.+ROBOTIC.ETF;2B76;IE00BYZK4552;000A2ANH0
1737;ISHS IV-AGEING POPUL.ETF;2B77;IE00BYZK4669;000A2ANH1
1738;ISHS IV-HEALTHC.INNOV.ETF;2B78;IE00BYZK4776;000A2ANH2
1739;ISHSIV-DIGITILASATION DLA;2B79;IE00BYZK4883;000A2ANH3
1740;ISHSII-EOCB SRI 0-3YR EOD;QDVL;IE00BYZTVV78;000A142NU
1741;X(IE)-USD CORP.BD 1DDL;XDGU;IE00BZ036H21;000A14XH5
1742;X(IE)-USD CORP.BD 2DEOH;XDGE;IE00BZ036J45;000A14XH4
1743;ISHSII-DL FR BD ETF DLUD;QDVY;IE00BZ048462;000A2DS7X
1744;SPDR B.B.10+Y.US C.B.UETF;SYBN;IE00BZ0G8860;000A14071
1745;SPDR BLOOM.BAR.US T.U.ETF;SYBY;IE00BZ0G8977;000A14072
1746;SPDR MSCI JAPAN ETF AYNU;ZPDJ;IE00BZ0G8B96;000A143DA
1747;SPDR MSCI JAPAN ETF AEOH;ZPDW;IE00BZ0G8C04;000A143DB
1748;ISHSIV-E.MSCI USA MUL.DLA;IBCY;IE00BZ0PKS76;000A14YN9
1749;ISHSIV-E.MSCI WLD MUL.DLA;IBCZ;IE00BZ0PKT83;000A14YPA
1750;ISIV-E.MSCI E.M.U.ETF EOA;IBC0;IE00BZ0PKV06;000A14YPB
1751;VANG.EUR CORP.BD U.ETF EO;VECP;IE00BZ163G84;000A143JK
1752;VAN.EUR EUROZ.G.B.UETF EO;VGEB;IE00BZ163H91;000A143JL
1753;VANG.USD CORP.B.U.ETF DL;VUCP;IE00BZ163K21;000A143JM
1754;VANG.USD EM GO.BD UETF DL;VGEM;IE00BZ163L38;000A143JQ
1755;VANG.USD TREAS.BD UETF DL;VGTY;IE00BZ163M45;000A143JN
1756;UBS ETFS-CMCI EX-A.SF DAA;UEQU;IE00BZ2GV965;000A141AP
1757;ISIV-US MO.B.SE.U.ETF DLD;QDVP;IE00BZ6V7883;000A2AGYT
1758;GENERALI             EO 1;ASG;IT0000062072;850312
1759;INTESA SANPAOLO   EO 0,52;IES;IT0000072618;850605
1760;MEDIASET S.P.A.   EO 0,52;MDS;IT0001063210;901402
1761;ENEL S.P.A.          EO 1;ENL;IT0003128367;928624
1762;ENI S.P.A.;ENI;IT0003132476;897791
1763;TELECOM ITALIA;TQI;IT0003497168;120470
1764;TELECOM ITALIA RNC;TQIR;IT0003497176;120471
1765;UNICREDIT;CRIN;IT0005239360;000A2DJV6
1766;RTL GROUP;RRTL;LU0061462528;861149
1767;UBS-MSCI USA U.E. DLAD;UIM6;LU0136234654;794358
1768;UBS-ETF-MSCI JAPAN YNAD;UIM5;LU0136240974;794361
1769;UBS-ETF FTSE 100UETF LSAD;UIM3;LU0136242590;794362
1770;UBS-ETF-MSCI EMU EOAD;UIM4;LU0147308422;633611
1771;BNPPE.-F.E./N.E.C.UEQDDEO;IM2A;LU0192223062;000A0ERY9
1772;M.A.-J.R.INT.COM.IN.UETF;M9SA;LU0249326488;000A0JK68
1773;CPI PROPERTY GRP   EO-,10;O5G;LU0251710041;000A0JL4D
1774;M.A.-RICI METALS IN.UETF;M9SC;LU0259320728;000A0MMBH
1775;M.A.-RICI AGRIC.IND.UETF;M9SB;LU0259321452;000A0MMBJ
1776;MA.-NYSE AR.GO.BU.IN.UETF;M9SD;LU0259322260;000A0MMBG
1777;M.A.-DAXGLOB.ASIA IN.UETF;M9SF;LU0259323235;000A0MU3S
1778;M.A.-DAXGL BRIC IN.UETF;M9SH;LU0269999792;000A0MU3U
1779;M.A.-DAXGL RUSSIA IN.UETF;M9SJ;LU0269999958;000A0MU3V
1780;XTR.MSCI WORLD SWAP 1C;DBXW;LU0274208692;000DBX1MW
1781;XTR.MSCI EUROPE 1C;DBXA;LU0274209237;000DBX1ME
1782;XTR.MSCI JAPAN 1C;DBXJ;LU0274209740;000DBX1MJ
1783;XTR.MSCI USA SWAP 1C;DBXU;LU0274210672;000DBX1MU
1784;XTR.FTSE MIB 1D;DBXI;LU0274212538;000DBX1MB
1785;XTR.SWITZERLAND 1D;DBXS;LU0274221281;000DBX1SM
1786;XTR.II EUROZ.GOV.BD 1C;DBXN;LU0290355717;000DBX0AC
1787;XTR.II EUROZ.GOV.BD1-3 1C;DBXP;LU0290356871;000DBX0AD
1788;XTR.II EURZ.GOV.BD 3-5 1C;DBXQ;LU0290356954;000DBX0AE
1789;XTR.II EURZ.GOV.BD 5-7 1C;DBXR;LU0290357176;000DBX0AF
1790;XTR.II EUR.GOV.BD 7-10 1C;DBXB;LU0290357259;000DBX0AG
1791;XTR.II EUR.GOV.BD10-15 1C;DBXC;LU0290357333;000DBX0AH
1792;XTR.II EUR.GOV.BD15-30 1C;DBXF;LU0290357507;000DBX0AJ
1793;XTR.II EURZ.GOV.BD 25+ 1C;DBXG;LU0290357846;000DBX0AK
1794;XTR.II GL.INF.-LI.B.1CEOH;DBXH;LU0290357929;000DBX0AL
1795;XTR.II EUR.INF.LINK.BD 1C;DBXK;LU0290358224;000DBX0AM
1796;XTR.II EUR CASH SWAP 1C;DBXT;LU0290358497;000DBX0AN
1797;XTR.II ITRAXX EUR.SWAP 1C;DXSQ;LU0290358653;000DBX0AP
1798;XTR.II ITRAXX CR.SWAP 1C;DBXM;LU0290359032;000DBX0AR
1799;XTR.ST.GL.SE.DI.100SW.1D;DXSB;LU0292096186;000DBX1DG
1800;XTR.FTSE 100 INCOME 1D;DBXX;LU0292097234;000DBX1F1
1801;XTR.FTSE 250 1D;DBXY;LU0292097317;000DBX1F2
1802;XTR.FTSE ALL-SHARE 1D;DBXZ;LU0292097747;000DBX1FA
1803;XTR.MSCI KOREA 1C;DBX8;LU0292100046;000DBX1K2
1804;XTR.ST.EU.600 BA.RE.SW.1C;DXSC;LU0292100806;000DBX1SB
1805;XTR.ST.EU.600 O.+G.S. 1C;DXSD;LU0292101796;000DBX1SG
1806;XTR.STOXX EU.600H.C.S. 1C;DXSE;LU0292103222;000DBX1SH
1807;XTR.ST.EUR.600 BA.SW. 1C;DXSF;LU0292103651;000DBX1SF
1808;XTR.ST.EUR.600 TEL.SW. 1C;DXSG;LU0292104030;000DBX1ST
1809;XTR.ST.EUR.600 TE.SW. 1C;DXSH;LU0292104469;000DBX1TE
1810;XTR.ST.EUR.600 UT.SW. 1C;DXSI;LU0292104899;000DBX1SU
1811;XTR.ST.EUR.600 F.+B.S. 1C;DXSK;LU0292105359;000DBX1FB
1812;XTR.ST.EUR.600 I.G.S. 1C;DXSL;LU0292106084;000DBX1F0
1813;XTR.DBLCI CO.O.Y.SW.1CEOH;DXSM;LU0292106167;000DBX1LC
1814;XTR.MSCI EM.MKT.SWAP 1C;DBX1;LU0292107645;000DBX1EM
1815;XTR.MSCI EM ASIA SWAP 1C;DBX2;LU0292107991;000DBX1MA
1816;XTR.MSCI EM LAT.AM.SW. 1C;DBX3;LU0292108619;000DBX1ML
1817;XTR.MSCI EM E.ME.+A.S. 1C;DBX4;LU0292109005;000DBX1EA
1818;XTR.MSCI TAIWAN 1C;DBX5;LU0292109187;000DBX1MT
1819;XTR.MSCI BRAZIL 1C;DBX6;LU0292109344;000DBX1MR
1820;XTR.NIFTY 50 SWAP 1C;DBX7;LU0292109690;000DBX1NN
1821;XTR.FTSE CHINA 50;DBX9;LU0292109856;000DBX1FX
1822;SAF HOLLAND S.A.   EO-,01;SFQ;LU0307018795;000A0MU70
1823;XTR.II ITR.CR.SH.DA.SW.1C;DXST;LU0321462870;000DBX0AU
1824;XTR.II USD EM BD 1CEOH;DXSU;LU0321462953;000DBX0AV
1825;XTR.II EU.GO.BD S.D.S. 1C;DXSV;LU0321463258;000DBX0AW
1826;XTR.II IB.GE.CO.BD SW. 1C;DXSW;LU0321463506;000DBX0AX
1827;XTR.II GBP CASH SWAP 1D;DXS1;LU0321464652;000DBX0A1
1828;XTR.II USD CASH SWAP 1C;DXSZ;LU0321465469;000DBX0A0
1829;XTR.SLI 1D;DXS0;LU0322248146;000DBX1AA
1830;XTR.LPX PRIV.EQU.SWAP 1C;DX2D;LU0322250712;000DBX1AN
1831;XTR.CAC 40 1D;DX2G;LU0322250985;000DBX1AR
1832;XTR.S+P 500 IN.DA.SW. 1C;DXS3;LU0322251520;000DBX1AC
1833;XTR.MSCI AC AS.X JA.SW.1C;DXS5;LU0322252171;000DBX1AE
1834;XTR.MSCI PACI.EX JAPAN 1C;DXS6;LU0322252338;000DBX1AF
1835;XTR.MSCI RU.CAPPED SW. 1C;DBXV;LU0322252502;000DBX1RC
1836;XTR.FTSE VIETNAM SWAP 1C;DXS7;LU0322252924;000DBX1AG
1837;XTR.S+P GBL INFR.SWAP 1C;DX2E;LU0322253229;000DBX1AP
1838;XTR.MSCI EUROPE M.CAP 1C;DX2I;LU0322253732;000DBX1AT
1839;XTR.MSCI EUROPE S.CAP 1C;DX2J;LU0322253906;000DBX1AU
1840;XTR.FTSE 100 SH.DA.SW. 1C;DX2K;LU0328473581;000DBX1AV
1841;XTR.S+P ASX 200 1D;DX2S;LU0328474803;000DBX1A2
1842;XTR.STOXX EUROPE 600 1C;DX2X;LU0328475792;000DBX1A7
1843;XTR.S+P SEL.FRONT.SWAP 1C;DX2Z;LU0328476410;000DBX1A9
1844;XTR.II EUR CASH SWAP 1D;DX22;LU0335044896;000DBX0A2
1845;UBS-ETF-MSCI WORLD DLAD;UIM7;LU0340285161;000A0NCFR
1846;CS.-STX.EU.600 NR U.ETF I;C060;LU0378434582;000ETF060
1847;COMST.-S.E.600 A+P UETF I;C061;LU0378435043;000ETF061
1848;COMST.-S.E.600 BA.U.ETF I;C062;LU0378435399;000ETF062
1849;CS-STX E.600 BA.RE.UETF I;C063;LU0378435472;000ETF063
1850;COMST.-S.E.600 CHE.UETF I;C064;LU0378435555;000ETF064
1851;COMS.-SX.E.600C.+M.UETF I;C065;LU0378435639;000ETF065
1852;COMS.-S.EU.600 F.S.UETF I;C066;LU0378435712;000ETF066
1853;COMS.-S.E.600F.+B.U.ETF I;C067;LU0378435803;000ETF067
1854;COMS.-S.E.600 HLTH.UETF I;C068;LU0378435985;000ETF068
1855;COMST.-S.E.600IG+S UETF I;C069;LU0378436017;000ETF069
1856;COMS.-S.E.600INSUR.UETF I;C070;LU0378436108;000ETF070
1857;COMS.-STX EU.600 M.UETF I;C071;LU0378436363;000ETF071
1858;COMST.-S.E.600 O+G.UETF I;C072;LU0378436447;000ETF072
1859;COMST.-S.E.600P+HG.UETF I;C073;LU0378436520;000ETF073
1860;COMST.-S.E.600R.ES.UETF I;C074;LU0378436793;000ETF074
1861;COMST.-ST.E.600RET.UETF I;C075;LU0378436876;000ETF075
1862;COMS.-ST.E.600TECH.UETF I;C076;LU0378437098;000ETF076
1863;COMS.-ST.E.600TELE.UETF I;C077;LU0378437171;000ETF077
1864;COMST.-ST.E.600T+L.UETF I;C078;LU0378437254;000ETF078
1865;COMS.-ST.E.600UTIL.UETF I;C079;LU0378437338;000ETF079
1866;C.S.-DJ INDUST.AV.U.ETF I;C010;LU0378437502;000ETF010
1867;C.S.-COM.EON.I.TR U.ETF I;C100;LU0378437684;000ETF100
1868;CS-COBA-FED-FUND IU ETF I;C101;LU0378437767;000ETF101
1869;COMST.-NASDAQ-100 U.ETF I;C011;LU0378449770;000ETF011
1870;COMST.-NIKKEI225 U.ETF I;C020;LU0378453376;000ETF020
1871;XTR.II GBL GOV.BD 1CEOH;DBZB;LU0378818131;000DBX0A8
1872;COMS.-MSCI WORL.T.U.ETF I;X010;LU0392494562;000ETF110
1873;C.MSCI EUROPE TRN U.ETF I;X011;LU0392494646;000ETF111
1874;C.-MSCI NO.AM.TRN U.ETF I;X013;LU0392494992;000ETF113
1875;C.S.-MSCI PACIF.T.U.ETF I;X014;LU0392495023;000ETF114
1876;C.MSCI PAC.EXJP.T.U.ETF I;X015;LU0392495296;000ETF115
1877;C.-MSCI EM E.E.XR.U.ETF I;X016;LU0392495379;000ETF116
1878;C.S.-MSCI JPN TRN U.ETF I;X017;LU0392495452;000ETF117
1879;CS.-CS.D.JO.RU.GDR UETF I;X018;LU0392495536;000ETF118
1880;COMS.-MSCI TAIW.T.U.ETF I;X019;LU0392495619;000ETF119
1881;C.S.-MSCI USA TRN U.ETF I;X020;LU0392495700;000ETF120
1882;CS.-CS.S+P M.C.400 UETF I;X022;LU0392495965;000ETF122
1883;CS.-CS S+P S.C.600 UETF I;X023;LU0392496005;000ETF123
1884;C.-MSCI E.MD.CP.T.U.ETF I;X025;LU0392496260;000ETF125
1885;C.-MSCI E.SM.CP.T.U.ETF I;X026;LU0392496344;000ETF126
1886;COMST.-DJ S.T.30TM UETF I;C030;LU0392496427;000ETF030
1887;COMSTAGE-ATX UCITS ETF I;C031;LU0392496690;000ETF031
1888;XTR.PORTFOLIO 1C;DBX0;LU0397221945;000DBX0BT
1889;XTR.S+P 500 2X L.D.S. 1C;DBPG;LU0411078552;000DBX0B5
1890;XTR.S+P500 2XINV.D.SW. 1C;DBPK;LU0411078636;000DBX0B6
1891;XTR.MSCI PAN-EURO 1C;DX29;LU0412624271;000DBX0B7
1892;COMST.-CAC 40 UCITS ETF I;CD40;LU0419740799;000ETF040
1893;CS.CO.C.EX-AG.EWT.U.ETF I;C090;LU0419741177;000ETF090
1894;XTR.II US TREAS.1-3 1C;D5BE;LU0429458895;000DBX0CU
1895;XTR.II US TREASURIES 1D;XUTD;LU0429459356;000DBX0CQ
1896;XTR.II US TREAS.IN.LI. 1C;D5BF;LU0429459513;000DBX0CS
1897;XTR.DB BL.CO.O.Y.SW.2CEOH;DBZN;LU0429790743;000DBX0CZ
1898;COMST.-PSI 20 UCITS ETF I;CD47;LU0444605215;000ETF047
1899;COMS.-PSI20 LEVER.U.ETF I;CD48;LU0444605306;000ETF048
1900;C-IBO.E.L.S.D.O.T.U.ETF I;X500;LU0444605645;000ETF500
1901;C-I.E.L.S.D.3M-1T.U.ETF I;X501;LU0444605728;000ETF501
1902;C.IB.E.L.S.D.1-3T.U.ETF I;X502;LU0444605991;000ETF502
1903;C.-I.E.L.S.D.3-5T.U.ETF I;X503;LU0444606023;000ETF503
1904;C.-I.E.L.S.D.5-7T.U.ETF I;X504;LU0444606296;000ETF504
1905;C-I.E.L.S.D.7-10T.U.ETF I;X505;LU0444606379;000ETF505
1906;C.I.E.L.S.D10-15T.U.ETF I;X507;LU0444606452;000ETF507
1907;C.IB.E.L.S.D.15+T.U.ETF I;X508;LU0444606536;000ETF508
1908;C.IB.E.L.S.D.25+T.U.ETF I;X509;LU0444606619;000ETF509
1909;C.I.E.S.G.C.3M-2T.U.ETF I;8520;LU0444606700;000ETF520
1910;C.IB.E.S.G.C.1-5T.U.ETF I;8521;LU0444606882;000ETF521
1911;C.I.E.S.G.C.5-10T.U.ETF I;8522;LU0444606965;000ETF522
1912;C.IB.E.S.G.C.10+T.U.ETF I;8523;LU0444607005;000ETF523
1913;C.-IB.E.S.I-L.E-I.U.ETF I;8530;LU0444607187;000ETF530
1914;UBS-ETF-MSCI EUROPE EOAD;UIMA;LU0446734104;000A0X97P
1915;UBS-ETF-MSCI EMU VAL.EOAD;UIME;LU0446734369;000A0X97R
1916;UBS-ETF-MSCI PAC.X.J DLAD;UIMD;LU0446734526;000A0X97T
1917;UBS-ETF-MSCI CANADA CDAD;UIM9;LU0446734872;000A0X97V
1918;XTR.II GER.GOV.BD 1D;D5BB;LU0468896575;000DBX0C7
1919;XTR.II GER.GOV.BD 1-3 1D;D5BC;LU0468897110;000DBX0C9
1920;EXCEET GROUP SE RED. A;EXC;LU0472835155;000A0YF5P
1921;XTR.MSCI MEXICO 1C;D5BI;LU0476289466;000DBX0ES
1922;XTR.MSCI CANADA 1C;D5BH;LU0476289540;000DBX0ET
1923;XTR.MSCI INDON.SWAP 1C;XAIN;LU0476289623;000DBX0EU
1924;XTR.II EUR CORP.BD 1C;D5BG;LU0478205379;000DBX0EY
1925;UBS-ETF-MSCI EM.MKTS DLAD;UIMI;LU0480132876;000UB42AA
1926;XTR.II EUR CO.BD EX FI.IC;XB4N;LU0484968655;000DBX0E6
1927;XTR.II ESG EUR CORP.BD 1D;XB4F;LU0484968812;000DBX0E8
1928;XTR.II EUR.AAA G.B SW. 1C;XBAT;LU0484969463;000DBX0FE
1929;XTR.MSCI EUROPE VAL. 1C;D5BL;LU0486851024;000DBX0FK
1930;COMSTAGE-S+P 500 U.ETF I;C012;LU0488316133;000ETF012
1931;COMSTA.-FTSE100TR U.ETF I;8H81;LU0488316216;000ETF081
1932;COMSTAGE-HSI UCITS ETF I;C022;LU0488316729;000ETF022
1933;COMSTA.-HSCEI UCITS ETF I;C023;LU0488316992;000ETF023
1934;C.-IB.E.G.C.C.O.T.U.ETF I;C540;LU0488317610;000ETF540
1935;C.S.-NYSE AR.GO.B.U.ETF I;CD91;LU0488317701;000ETF091
1936;XTR.FTSE DEV.EUR.R.EST.1C;D5BK;LU0489337690;000DBX0F1
1937;XTR.S+P 500 SWAP 1CDL;D5BM;LU0490618542;000DBX0F2
1938;XTR.II AUSTR.GOV.BD 1C;XCS2;LU0494592974;000DBX0GG
1939;MUL-LYX.S+P500UC.ETF D-EO;LYPS;LU0496786574;000LYX0FS
1940;MUL-LYX.MSCI CA.U.ETF DEO;LYPT;LU0496786731;000LYX0FT
1941;MUL-LYX.AU.S+PASX200UEDEO;LYPU;LU0496786905;000LYX0FU
1942;C.S.-COM.BU.-FU.T.U.ETF I;5X60;LU0508799334;000ETF560
1943;XTR.MSCI MALAYSIA 1CDL;XCS3;LU0514694370;000DBX0GW
1944;XTR.MSCI THAILAND 1CDL;XCS4;LU0514694701;000DBX0GY
1945;XTR.MSCI INDIA SWAP 1CDL;XCS5;LU0514695187;000DBX0G0
1946;XTR.MSCI CHINA 1C;XCS6;LU0514695690;000DBX0G2
1947;XTR.II IB.E.G.B.Y.P.S. 1C;XY4P;LU0524480265;000DBX0HM
1948;C.S.-COM.B.-F.L.T.U.ETF I;5X61;LU0530118024;000ETF561
1949;COMS.-CO.B.-F.S.T.U.ETF I;5X62;LU0530119774;000ETF562
1950;C.-CO.BU.-F.D.S.T.U.ETF I;5X63;LU0530124006;000ETF563
1951;MUL-LYX.MSCI WCD U.ETFCEO;LYPA;LU0533032008;000LYX0GH
1952;MUL-LYX.MSCI WCS TRUE CEO;LYPB;LU0533032263;000LYX0GJ
1953;MUL-LYX.MSCI W.EN.TRUECEO;LYPC;LU0533032420;000LYX0GK
1954;MUL-LYX.MSCI W.FI.TRUECEO;LYPD;LU0533032859;000LYX0GL
1955;MUL-LYX.MSCI W.HCTRUE CEO;LYPE;LU0533033238;000LYX0GM
1956;MUL-LYX.MSCI W.IN.TRUECEO;LYPF;LU0533033402;000LYX0GN
1957;MUL-LYX.MSCI W.ITTRUE CEO;LYPG;LU0533033667;000LYX0GP
1958;MUL-LYX.MSCI W.MA.TRUECEO;LYPH;LU0533033824;000LYX0GQ
1959;MUL-LYX.MSCI W.TS.TRUECEO;LYPI;LU0533034129;000LYX0GR
1960;MUL-LYX.MSCI W.UT.TRUECEO;LYPQ;LU0533034558;000LYX0GS
1961;XTR.MSCI PHILIPPINES 1CDL;XPQP;LU0592215403;000DBX0H9
1962;XTR.SPAIN 1CEO;XESP;LU0592216393;000DBX0HR
1963;XTR.MSCI AFR.T.50 SW.1CDL;XMKA;LU0592217524;000DBX0HX
1964;OSS.US M.V.ESG NRUE 1CEO;OSX2;LU0599612685;000A1JH1Y
1965;OSS.ISTX.EUR.MV.UC.ETF 1C;OSX4;LU0599612842;000A1JH10
1966;OSS.ESTXX600 EW UC.ETF 1C;OSX6;LU0599613147;000A1JH12
1967;COMSTAGE-SDAX UCITS ETF I;C005;LU0603942888;000ETF005
1968;COMST.-SPI TR UCITS ETF I;C029;LU0603946798;000ETF029
1969;XTR.II ITALY GOV.BD 1D;XBO1;LU0613540185;000DBX0HG
1970;XTR.II IT.GOV.BD0-1SW. 1C;XBO2;LU0613540268;000DBX0HH
1971;XTR.II IT.GO.AG.BD SW. 1D;XBO3;LU0613540698;000DBX0HL
1972;XTR.II GE.GO.BD3-5SW.1DEO;XGN5;LU0613540854;000DBX0JE
1973;XTR.II EUROZ.GOV.BD1-3 1D;X03B;LU0614173549;000DBX0JH
1974;XTR.II EURZ.GOV.BD 3-5 1D;X03C;LU0614173895;000DBX0JJ
1975;UBS-ETF-MSCI WLD.S.R.DLAD;UIMM;LU0629459743;000A1JA1R
1976;UBS ETF-MSCI USA S.R.ADDL;UIMP;LU0629460089;000A1JA1S
1977;UBS E.-MSCI EMU S.R.EOAD;UIMR;LU0629460675;000A1JA1T
1978;UBS-ETF-MSCI PAC.S.R.DLAD;UIMT;LU0629460832;000A1JA1U
